age,income,expenses,savings,risk_score,assets_value,liabilities
53,33627.43510914047,26406.21251726021,7221.222591880258,1,5803.149251045175,17623.866347859614
30,215262.30621578213,108534.85879890902,106727.44741687311,9,634148.1255380096,12199.62685379403
32,68693.01900725538,42084.99764146086,26608.02136579452,5,175664.02329907674,60107.64417464771
47,29692.185345470818,27026.515160993004,2665.6701844778145,1,12881.602030040214,25338.46501848953
39,82362.429390657,41597.37854526751,40765.05084538949,6,154579.42505391763,46336.94542461319
28,122155.41507712755,66613.82717430546,55541.58790282208,9,456578.93868763547,47959.703027545416
60,29191.94738672551,24998.620256263002,4193.327130462509,3,11454.448573247992,18485.512876268243
44,21448.80288093872,18341.046047086482,3107.7568338522397,1,13846.281646326346,26185.977722239557
23,156911.95411188193,82550.58897490025,74361.36513698168,9,497206.8381518492,23349.419973479544
46,28536.213252604808,21663.789831646067,6872.423420958741,1,6972.628954938178,16437.758005103784
46,36016.59483573455,29821.491553452717,6195.103282281831,2,7217.477291875307,24718.8087683873
30,150494.51226020543,75174.93826542445,75319.57399478098,9,494013.0636375433,36004.1431022469
24,113896.51285673279,53402.97126091964,60493.54159581315,7,405288.0393124848,43199.44858962343
42,28732.225208708634,24258.24027207978,4473.9849366288545,1,11105.57787617663,20298.652515913855
26,170282.77683995586,87210.11321033661,83072.66362961924,10,524046.77943600266,24883.93160253615
41,69412.59622155114,40404.8438933104,29007.752328240742,5,162112.87767483736,82710.19656346017
44,21129.6671729523,17383.282592108262,3746.3845808440383,3,10117.506556209646,16412.54796502877
46,88215.84795496493,55968.650812125474,32247.19714283946,4,133122.40818071377,45860.963408209325
24,120559.93549278294,58923.43631476503,61636.49917801791,10,544536.5546176321,21931.89961883914
33,84135.14744471735,52489.40523055737,31645.74221415998,5,169825.38392095178,45923.497123643334
52,25132.902795420687,22953.855947335425,2179.0468480852614,1,14803.237585378934,19104.07334217767
49,75147.01643644586,44782.17603383778,30364.840402608083,4,158420.97372334063,42417.84396768987
44,73097.44454672796,36933.35013216393,36164.09441456403,4,174662.93386420552,55319.1273736784
51,30314.580556321067,25846.717525197713,4467.863031123354,1,6884.39534464512,16809.25597476804
58,25082.62073665982,22370.546141097813,2712.0745955620077,3,8198.763189731233,20253.543644727855
46,103384.1718749676,65162.93993810474,38221.23193686285,5,157430.85788679167,56741.12803637015
39,92174.2784254041,57297.566294761695,34876.71213064241,6,159848.33253609872,41168.01596255477
32,157393.75776252578,85073.78392931235,72319.97383321343,7,498771.4071809006,23665.7874299415
45,37910.17035520659,31303.691989948686,6606.478365257903,1,13404.393473136473,18091.57255682291
47,60376.247061259026,35694.34733198917,24681.899729269855,5,116209.08229721575,31938.63029663155
28,181918.38560729576,88499.96936864451,93418.41623865125,10,521723.0919512593,36071.00232209158
44,33137.047319514764,28245.32778086591,4891.719538648853,1,8139.997354041012,22305.790379178405
30,75541.65492866101,43665.88852814424,31875.766400516768,4,129311.61142798263,64443.09724123268
22,175944.1549326193,86848.97475566194,89095.18017695736,7,466660.5906657557,22162.68108554355
58,36302.94927863995,29633.599733212974,6669.349545426976,3,8990.720706697706,13163.673402918772
58,27989.404424157936,24925.668994367188,3063.7354297907477,1,11741.182006288509,16832.213389821904
40,31294.55236666408,24851.417304338884,6443.1350623251965,1,8466.032068821944,16009.388658250986
34,71867.73359066735,43317.96682869461,28549.766761972744,4,185914.5641671343,51174.59713883329
39,94252.27614015235,62363.44611648314,31888.83002366921,6,144416.41011052305,64757.81670395942
36,78967.73177108965,45622.58274177453,33345.149029315115,4,205721.48012407226,42864.04565470948
27,174627.85526196886,93067.34427212464,81560.51098984422,9,558497.6523581141,25647.731789740654
22,140213.069200957,57700.19990935546,82512.86929160153,10,335748.07505162293,24085.56741443939
22,131023.29851743943,66997.5083550445,64025.79016239493,10,407234.20828689827,40713.84634628164
57,40578.7742612523,36522.625261500885,4056.1489997514145,2,5818.059879079347,18841.932526005134
48,20725.97570629637,18212.50526557508,2513.4704407212885,1,8984.013072417138,14892.501147586132
34,73945.25190347673,43521.11577684582,30424.13612663091,5,197951.76745535297,53291.09047423524
42,31471.23082228841,27307.169874263174,4164.060948025235,3,11181.115701968873,18633.07067707095
38,60291.71131251832,33574.86502557723,26716.846286941087,5,140090.90949499473,55146.894359793434
23,133038.43740461618,69892.19264241648,63146.2447621997,10,360925.8501948698,41740.751939847585
42,23627.780178283894,19100.881649013274,4526.89852927062,3,16221.65185482422,16464.787778088794
43,86419.23717533344,55182.684188824074,31236.55298650937,6,165121.24214439144,68803.94334670184
35,74643.63523878405,43699.10168891192,30944.533549872125,6,201106.4014286708,47909.59110514938
37,80272.57042783083,49459.644444574165,30812.92598325666,6,161889.1270727315,63925.178306796435
27,186285.71645683108,93259.21650712666,93026.49994970442,9,445099.6479058979,35224.11838946066
54,34409.28676281728,29520.048777242828,4889.237985574455,1,8831.282264388283,24953.219936978072
63,33666.42577890094,26443.53703397658,7222.888744924363,1,11026.778500101813,24392.833412301712
57,29253.8455272826,25391.021633621687,3862.8238936609123,3,12640.178607279759,17801.270587646988
27,150221.57163136805,76947.06042497158,73274.51120639646,10,449750.0013638448,24342.95029894891
47,75163.52793715133,52740.042946493275,22423.484990658057,6,180080.08505995662,50510.46652794465
23,121942.6570015639,61822.954222399545,60119.702779164356,8,422497.1655196646,33889.27200479464
48,83442.5908432873,45890.68641662898,37551.904426658315,6,164992.25462142666,51035.35813974848
61,27866.272539720478,23149.94790608142,4716.324633639058,2,8711.77107749779,18336.946057206096
51,25560.62151453197,18150.301641609043,7410.319872922926,1,13725.59762251387,19582.560248470312
24,161689.3225918633,98410.51519931317,63278.80739255014,10,360094.8456029363,27645.67973140684
31,80752.64868586649,53518.21137473295,27234.437311133537,5,173247.9536930233,52808.231783416115
38,82387.17464705091,53685.09875398741,28702.0758930635,6,216515.70648545434,51556.164006793995
33,119928.77480883988,57257.33018256008,62671.4446262798,7,562146.229894435,18949.38304969006
43,24279.86623038439,20599.73793543931,3680.1282949450797,2,10305.286036812244,17537.893067794066
63,34001.551432297696,32349.0293024678,1652.5221298298966,1,4458.303467702809,21956.192090494624
55,28723.3156441952,22241.866962909655,6481.448681285547,2,7709.517060113369,13476.027762897564
46,27869.908920683407,21494.40592594511,6375.502994738297,3,6950.615299084191,19731.67041774413
27,121590.45774979531,58624.28605992546,62966.17168986985,8,551986.2624414003,31076.139939722176
30,156454.87655567675,84209.68250669008,72245.19404898667,9,386086.50720819045,30160.514774784962
44,31092.34758676822,21879.354992158307,9212.992594609914,1,9744.320844658783,22571.24177185341
42,80979.17923263568,50269.666260125494,30709.512972510187,6,198016.86242196488,50959.718932868294
40,71543.60216880529,43380.07333548611,28163.52883331918,6,148743.9582233678,47480.44497662924
34,158988.3336540944,75838.34985107732,83149.98380301708,7,609423.5286809894,22442.246862385455
39,80443.5726957325,47536.36027993444,32907.21241579806,6,208032.5617389128,40908.22007321474
53,31988.12955971744,30686.80701084866,1301.3225488687785,2,6651.113792500848,20924.065872706786
28,169184.1117569445,77963.70890522655,91220.40285171795,9,428977.3435903782,40307.19948871083
30,135596.844481613,72455.64239243997,63141.20208917302,7,404682.1654610632,50942.69757007905
53,33045.388765052696,29187.517735873353,3857.871029179343,3,7180.704440551712,20876.869117389757
40,96472.7220978054,57694.55217501111,38778.16992279429,5,126852.47534996965,21639.41793617671
42,77311.63616186153,42288.31660944298,35023.31955241855,5,116984.58864200687,28909.19001182807
48,73391.4559918986,45145.116595562504,28246.3393963361,6,172589.16114437676,28648.331593735526
34,73727.5836994395,53209.18144781286,20518.40225162665,6,175454.45231292152,44860.06640260694
49,25817.997703359903,20294.592435960654,5523.405267399248,1,10770.681486045165,13359.416621231572
42,34260.13178099255,28320.469949523198,5939.661831469355,3,12454.801418115865,20153.157042242445
49,30642.082168652843,26902.414809294216,3739.6673593586274,3,10209.422561905287,22164.18352347133
56,31831.319194973104,27621.27346291771,4210.045732055394,1,12623.464905077311,15550.254080908277
26,163141.57956059327,89167.99498130442,73973.58457928884,9,604299.9302490832,32560.103307119563
47,87446.003194325,53024.14019818812,34421.862996136886,5,124312.04464788489,35389.00184964728
40,78915.13881472862,46593.19238064202,32321.946434086596,4,151075.4135536273,61882.18779786815
32,174017.13991544567,95634.9426781064,78382.19723733928,10,415205.95882408344,38264.8070854863
22,116694.24144018997,65632.51008494827,51061.7313552417,10,417742.11657802697,34884.71847596411
22,145990.90203130597,64463.884226948096,81527.01780435788,10,460468.31591781933,14365.876903538881
30,154786.26610541512,77293.98353461233,77492.2825708028,8,688637.6833436355,32946.97877405343
43,74244.11689013118,44061.09515555068,30183.021734580492,5,147024.78725344315,51481.939829078
44,78477.66693108673,40496.33747179979,37981.32945928694,4,160411.45910685195,49273.46387613832
32,166419.21932512207,74859.46604591572,91559.75327920636,8,332460.6097216496,33752.687313597904
59,27681.46105942231,25331.0097704674,2350.451288954908,3,9876.350773525224,26316.542383783504
37,72448.30597216128,43661.698960083464,28786.607012077817,6,133827.102630194,48882.39431786417
23,166218.56204945818,89874.75349908098,76343.8085503772,7,411415.68246111105,30864.21587964869
58,25222.601280956445,24407.87775744918,814.7235235072658,2,13104.187698237023,17798.213878789953
28,185594.45121771452,72560.63993559072,113033.8112821238,8,567543.6247463949,19784.878264558345
38,95041.47564982018,57676.86329109831,37364.61235872187,6,121369.30849977177,35730.23413959547
22,116123.17142620392,53404.244052350936,62718.92737385298,10,494759.1934858002,43956.8921337481
47,19480.34800282219,17738.13397355606,1742.214029266128,3,10365.595513047643,25719.861003165817
37,81908.61971991415,49385.6497851175,32522.969934796645,4,168549.831983075,53282.63714994276
48,89256.15876114102,58077.05960428089,31179.09915686013,6,133458.42964815052,61133.10777886545
40,28076.197162766566,24270.416852206024,3805.7803105605417,1,9945.135402691634,9987.568169590248
56,28016.04517875334,20025.126646683577,7990.918532069762,1,6198.493335573492,19212.333316340475
58,27998.32017501178,24737.042354657642,3261.2778203541384,3,8667.82131793163,23910.68885511899
38,67749.52001309083,44246.77740459204,23502.742608498796,5,161955.61809281644,54248.090163112436
37,71513.43323995062,44078.710854404366,27434.722385546258,5,140576.1126543814,72894.41981021027
45,37337.021182309625,30814.18907413454,6522.832108175084,2,7144.27278719511,21720.255855474607
41,78834.52082524542,51451.016363894225,27383.504461351193,6,171805.5216284727,63146.82316900695
34,160856.26737233694,86126.67080541646,74729.59656692047,9,605784.5141112994,28677.41063423072
57,21048.719045447277,18087.760977844668,2960.958067602609,2,9834.453921783948,24730.375531627382
35,89642.53303773077,53545.373047223744,36097.159990507025,4,135963.94114529426,44360.78134233208
36,78984.80327635154,49863.60335112056,29121.199925230976,5,161579.39768787494,37338.64156903326
60,21468.622067109267,20162.44692788124,1306.1751392280275,2,10568.330685940073,19193.161253992774
29,163098.03925595287,90313.69207215845,72784.34718379442,8,389513.8671808631,26867.519845131745
48,78457.80676724025,44193.26303608946,34264.54373115079,6,195257.55958234594,76692.08282769976
24,160005.18244733644,84544.54091175806,75460.64153557838,8,504823.3856321999,27406.548102423872
49,26279.438948774874,20816.476337625976,5462.962611148898,2,11523.60917067917,27541.09130690088
34,137409.91350949666,76408.69300349016,61001.2205060065,10,608762.4480662321,28468.653476181054
53,35458.564366909035,30461.556068171198,4997.008298737837,3,7149.265879736835,26691.70263963365
22,153020.46279236593,91515.47967432908,61504.98311803685,7,544941.7913289902,43658.36831375294
34,114806.12912353766,62498.24173505323,52307.88738848443,8,465346.80807905766,36395.18192226915
31,102067.15639359971,58214.6743846533,43852.48200894641,6,115282.3710603191,39809.08772713621
39,80994.67982255989,44057.55201019313,36937.12781236676,4,157697.8055373447,51920.607133990205
44,78781.02972203842,47532.76625149804,31248.263470540383,5,144204.1697804753,51543.342572681104
36,95348.76885878973,55455.28648384066,39893.48237494907,4,130955.3518635638,43999.31918432496
31,190462.23453065153,103826.44880172015,86635.78572893138,9,331417.6311144911,50425.434283880735
25,156087.14173063278,73706.94337043958,82380.1983601932,10,518977.5275821119,28578.28925216903
36,94674.31029375756,49306.47281070211,45367.83748305545,6,132398.0147197493,39842.542833259635
62,19167.152406702557,16609.657609209054,2557.494797493502,3,4699.551724162723,21647.121064619143
25,174341.23478097265,86236.64006359188,88104.59471738077,10,490022.7062950419,19696.969450156692
31,86256.54250316713,49216.79246881916,37039.75003434797,5,164291.3647712495,58638.715257559394
28,155020.7824698274,68454.04905211389,86566.7334177135,7,395755.662527141,21847.18311397458
24,134798.07647742814,57383.0404700404,77415.03600738774,8,633762.4543870431,33084.634992534426
26,133202.2697679836,70512.75343166028,62689.51633632333,8,649683.6207631017,50431.62218481602
30,145482.2553896842,63123.02486134536,82359.23052833884,9,631983.9728946261,31363.562239613417
27,120949.94481429824,66305.88074995,54644.06406434825,8,426097.23148550815,29536.77931203507
33,151645.5681616143,70666.79293160948,80978.77523000482,8,480014.991131249,21498.62088669167
41,32519.967545300115,25416.21168642929,7103.755858870823,3,13424.850051005069,29518.97717332665
25,159834.51219161117,61893.584057863634,97940.92813374754,10,474498.6485336204,37791.26880569659
58,34853.54084117609,30622.129062179414,4231.411778996673,3,16520.526889886944,15694.841760281624
41,85372.35944777781,54606.202103018695,30766.157344759114,6,201940.88171286893,68321.731417795
35,91546.96204478797,58849.401332725,32697.560712062972,5,180044.5513687568,58261.440178787394
53,29454.021193860954,24604.877465945774,4849.14372791518,3,9963.040389116217,14084.351233039108
55,37177.865862197825,31455.600594366093,5722.265267831732,1,1772.7407165739987,20777.12244430695
52,30122.583050786412,22544.226077237454,7578.356973548958,3,13501.70111014229,22349.518772460335
31,98780.84506092028,56362.31655717131,42418.528503748974,10,594622.9422471796,19564.53441619942
46,84290.52985922885,45818.040566746706,38472.48929248214,6,157664.9582947668,50163.53525291695
34,174045.38946070286,79725.75678021423,94319.63268048863,9,526372.4289867348,40430.03138448192
25,167961.0218568258,87941.24563149293,80019.77622533287,7,481858.7584382338,15540.753814220274
41,26577.81081761221,21499.505553198684,5078.305264413528,3,12896.032272259603,24284.623611293355
41,78890.86137104793,48641.06416146598,30249.797209581942,4,151585.01857603405,57648.4300398449
31,89418.20602560775,52902.504960548526,36515.70106505923,5,185812.21220622322,45909.68454283086
44,26244.759953588647,20708.540865081588,5536.2190885070595,2,13392.67040823206,29922.01145022099
26,160243.6349970622,85305.74635056677,74937.88864649544,9,630686.3535235497,18450.454162964757
30,160549.41429981563,75565.32033738561,84984.09396243002,9,517589.44429436175,32156.034258851243
23,125950.83173466996,57458.93760553588,68491.89412913407,8,486116.78347750835,30196.48841812958
30,123562.54412491983,62522.38063183212,61040.16349308771,10,535779.4706187674,34137.880006280124
25,124580.90113502965,56497.66197128685,68083.23916374281,9,546991.4415990497,21377.46786428827
58,35486.02436333163,29120.521078227892,6365.503285103736,1,2424.321861310099,19920.81225942458
32,112743.56412252833,53131.05055405871,59612.51356846962,7,382448.7410780602,25985.6388929872
29,146486.50628684548,63196.679796640165,83289.82649020532,7,594171.3789419963,28678.48248299987
51,30604.890350337344,26687.224025431045,3917.6663249062985,3,10604.707343949289,23700.979577723763
46,92802.34206809115,60903.82723921407,31898.51482887708,4,179540.8690051083,53422.46620481849
48,86221.73768657201,53488.8896749957,32732.848011576316,6,147467.2106571726,42595.58103744912
41,61367.08094849225,36840.084138798135,24526.996809694116,4,152581.8852744591,36037.81430951694
63,24532.496469957132,20209.70421858164,4322.792251375493,3,7658.462089842164,18820.67839630241
27,139533.7278389182,65734.6444125808,73799.08342633738,8,501439.94537543505,30107.432151763413
45,83811.8059471281,47216.55319351619,36595.25275361191,6,136597.3889567533,43268.923572390064
22,157170.93620096508,74735.76374757571,82435.17245338937,8,658579.2745175096,28939.60954813176
30,141636.6018828616,67922.71760553349,73713.88427732812,9,151171.36750287632,30064.555963895957
40,82683.71682454985,43603.12015965311,39080.59666489674,5,128902.60378181335,67011.52882278823
60,25652.453058928142,20870.455984487195,4781.9970744409475,3,4719.605903759399,18412.869990072373
52,28115.01998590081,22489.349493496196,5625.6704924046135,3,13248.898588501235,24012.90754933468
61,33646.017061775376,27597.781923573406,6048.23513820197,1,14363.1414820453,13173.1674087851
59,37176.11385886475,31658.129790510815,5517.984068353937,1,7270.918806561231,19550.93326531837
32,163312.37614435056,92208.25184131727,71104.1243030333,9,534375.7449251906,29903.703055198468
31,74391.1954574931,46479.58465778847,27911.610799704627,5,205102.44112748548,66129.83299511818
31,126202.3791426128,53586.04277100602,72616.33637160678,7,417855.00266804907,38024.42994006726
40,26966.577334248326,23698.937460398945,3267.639873849381,3,6288.942372978123,6966.0001391283895
37,72330.71722175338,43744.809285516574,28585.907936236807,4,176419.39774179496,50410.26562908606
51,38961.97670346368,36296.710951441055,2665.2657520226276,3,9189.756103831505,21933.6765047113
36,81438.16742942328,53035.262292863146,28402.905136560134,6,136785.55002777884,69816.08887521448
61,28618.651373447545,23066.252493522305,5552.39887992524,1,6130.68397226731,16098.758776225513
33,88740.42620396991,55900.774479829495,32839.651724140414,4,150769.46093268483,30306.14726405498
40,74471.87755326011,48692.459270174615,25779.4182830855,6,173455.95980823954,35490.706476021034
45,51630.42205483301,29030.47410979711,22599.947945035903,4,93093.53474607266,41646.34536483594
44,32989.274342505414,30813.57926312027,2175.695079385143,3,10324.658122426972,19827.255362048803
33,140033.31423445727,78279.75673308897,61753.5575013683,10,440858.30917843943,25329.07580342946
52,28035.149838424673,21751.367388168535,6283.782450256138,3,8840.135379584075,22820.08901400912
33,75157.61577068042,47937.16120089042,27220.454569790003,6,224199.04784967238,54463.19360561272
49,95549.48389682034,62206.83189963717,33342.65199718317,6,162337.0352913255,55347.72911260984
29,137517.19569182777,65581.17975101565,71936.01594081213,10,534144.7621863324,28815.633207363062
35,79415.27797603175,48300.35741954668,31114.92055648507,6,167298.2793244377,45403.21341397872
28,155828.77629051806,75022.18282705636,80806.5934634617,7,506363.1870725724,23372.89033466913
32,144310.28103289107,81405.47896157057,62904.802071320504,10,481123.81650280394,37377.02774436189
63,24507.827230299565,20282.80276864356,4225.024461656005,1,12694.835095692953,18513.08456434698
36,75545.12429771437,40128.23142037622,35416.89287733815,4,189972.66214555065,52353.7065997828
28,178022.54714656764,87549.48407364947,90473.06307291817,8,541430.9426515361,25195.238047605388
56,22802.770796743906,21987.857050573188,814.9137461707178,3,7282.444268421506,24557.493078632993
35,58676.78114689293,33305.46694925489,25371.314197638036,5,137107.06829170737,49713.85630750249
51,28704.871705703834,24620.74348115983,4084.128224544005,1,13544.535662614559,21969.309582528993
22,147577.6182500301,64197.90751965188,83379.71073037821,7,506052.29085414944,22177.55118105792
47,27675.795160216403,23664.203439645098,4011.591720571305,3,5943.258196361998,16800.887534594163
42,86192.05824685153,52642.389465298955,33549.66878155258,4,118562.09466008644,46386.34510031491
59,37478.45398003271,32862.52774757292,4615.926232459788,3,14750.679228900291,22234.937554356977
30,174561.61568922448,79529.1853742037,95032.43031502077,9,395765.2766125346,42732.77072909217
40,22873.865209024134,16936.06206029375,5937.803148730385,3,12149.368266383157,23799.16938470808
36,85684.13145108022,48764.053685759165,36920.07776532105,4,200468.8887030189,55179.11556836012
41,72328.17288017143,46109.85079667234,26218.322083499093,6,162958.05755002922,51100.05629321671
44,36067.08585842885,33271.201228175596,2795.8846302532547,2,12058.967292136467,23104.460824986185
44,93648.28818608087,48407.34436562173,45240.94382045914,5,178754.41458555136,57802.628050167696
46,84456.9936764324,49501.580063887384,34955.41361254501,6,136178.41318875973,68319.37854860089
30,83736.61362111101,51154.76405407266,32581.849567038356,5,156948.5244809491,64174.393878980816
27,140666.99804767547,76710.75534948723,63956.242698188245,7,634433.9931151309,34642.605957425374
58,41985.19009076983,32369.30449726749,9615.885593502338,2,7659.931416723626,22992.330904518763
39,96479.9215368341,59176.35953269357,37303.56200414053,6,125431.87953133637,51486.48884768765
43,78864.39302429695,47920.58999794716,30943.803026349793,4,117163.50033490392,52081.6969759845
22,101075.28840737764,46901.257554177595,54174.03085320004,7,430587.7948673286,18152.552213224328
24,113848.00525016285,44816.38035925684,69031.62489090601,7,589873.6465452116,49237.781424279994
49,80810.46284042539,45489.72522137653,35320.73761904886,6,155606.18770479594,53136.439516988234
61,34776.57253734709,29892.511471684156,4884.061065662936,2,11582.41808719334,26536.03962365174
34,144528.4308024634,76105.70584291282,68422.72495955059,10,548864.8377056906,20137.52603408759
48,88561.8068392162,51605.63644887657,36956.17039033963,6,150390.30336873763,34106.711998847284
64,32036.475043070754,27456.766617166923,4579.708425903831,2,10385.606728440138,20420.355661204176
48,85286.41319160517,48261.26543348807,37025.1477581171,6,140098.48115748467,62108.37159263514
31,73377.84553603211,49253.65420632045,24124.191329711663,4,153036.9102338107,50727.48157360561
22,154920.47013534105,87296.34890919292,67624.12122614813,9,355835.4691868653,23265.45845044712
34,134299.7898988032,79468.8261349266,54830.9637638766,8,335985.7923895998,25379.309121577382
45,55831.455232323824,35475.93401049514,20355.521221828683,5,128297.53004246627,46679.08996453376
37,63649.47210442228,36233.1592725074,27416.312831914882,6,114890.58173505274,61902.59637631978
31,75244.25423027726,46294.05587564667,28950.198354630593,4,83102.8292953753,74314.58222183757
27,171500.95735910087,91365.54156345049,80135.41579565038,7,436063.0756576066,11149.247438598482
43,29644.5195878127,25259.80630784369,4384.713279969012,2,15506.64156573196,15037.123531909434
64,29590.766236652784,23308.19151818755,6282.5747184652355,3,9406.143927028994,28490.90634570532
43,74615.58825170601,47192.42919405824,27423.15905764777,6,201873.3597921916,52432.99160219563
30,148522.26747190676,73549.67124947549,74972.59622243127,7,514021.3295499104,47440.103486614185
45,30749.462977502953,30341.28730148472,408.1756760182325,2,17074.565645715295,10371.814882097226
51,39527.72642855008,34658.312026949025,4869.414401601054,3,5646.1907350081365,22029.23779751742
41,29005.414844261457,25145.060921160184,3860.353923101273,2,10515.431503955728,26956.140640362613
32,173957.53973945748,84960.9110581773,88996.62868128018,9,565643.2230892073,26346.22013984029
48,77175.32781331203,51570.94207112582,25604.385742186212,6,145397.19397816507,52860.93153046606
31,79599.74834708357,46188.56016194534,33411.188185138235,6,148031.26948600129,42078.85824758705
37,74139.60372581866,41741.53824824061,32398.065477578042,5,164984.49071183783,40765.17772289826
33,159931.74518726143,90209.85406562744,69721.89112163399,8,468018.98672335816,23555.00848835118
64,33633.40383029048,29356.639695019123,4276.764135271358,3,11404.393048496113,17281.116150271984
27,129197.70814546887,61394.61329896813,67803.09484650075,10,489755.93722879695,36809.671819062794
31,132008.57196804296,72379.84214096727,59628.72982707569,8,599896.3580934727,24439.37039899923
43,70672.15132136164,36823.94736911864,33848.203952243,4,164196.15114449218,65678.76494249313
63,24921.951673642146,19430.514138402286,5491.43753523986,3,9780.90098106413,25652.29415760574
38,89222.51581154062,44564.61005658939,44657.905754951236,5,206554.40558462942,43522.97306685249
27,192925.91844165913,96016.44598296862,96909.4724586905,9,505030.8865762079,35442.718621371976
43,110780.21060304935,70071.62230390291,40708.58829914643,5,180474.7202784555,70464.21546717701
48,71854.96981756808,43988.93904116022,27866.03077640786,5,150307.13466678752,29707.46173994735
29,195834.2362255531,103186.05901097547,92648.17721457762,8,618840.7363243034,25894.65311834291
42,72686.49029115055,43764.71577466339,28921.77451648716,4,131754.46786709636,63838.919966464266
45,80079.71821725991,51660.59293199737,28419.12528526254,5,181576.5373995072,50004.62757637047
23,182080.25518358848,91781.15121412453,90299.10396946395,9,577664.7199800389,15581.040148578943
28,164493.33392243378,81732.02485352728,82761.3090689065,7,492040.6074650822,42695.96050279759
47,75769.29172837647,49113.195475742716,26656.096252633753,6,111051.31793967409,55141.35353267777
33,151291.49036064884,71737.20365681137,79554.28670383747,7,612278.345582856,22637.63137970826
32,76218.77037884388,47295.40905936725,28923.36131947663,4,175488.68280478913,58202.2020280147
27,123063.21042403573,47248.05860152979,75815.15182250594,10,700881.4158872188,23924.22050581404
32,103491.12912399707,51377.580055494516,52113.54906850256,4,122521.55008957715,63901.26760735932
31,149817.42328483463,75524.20123209992,74293.22205273471,10,544053.4277091947,49086.33775716493
35,77954.91096372525,40978.09450951717,36976.816454208085,6,173618.4014189777,43657.24955996949
31,137602.2477180476,80760.72628320902,56841.52143483859,9,469403.04172824393,37306.36301534567
56,32396.998309669452,24972.560933172936,7424.437376496517,3,4728.73126080643,13964.933953791708
28,125099.61399200057,69889.70493620141,55209.90905579916,7,543860.1748637799,25548.458458035435
34,97041.07772568316,60353.768048099155,36687.30967758401,5,122349.37867487638,50502.757089114544
48,56953.26666915198,37232.70644677462,19720.56022237736,4,170179.32251768728,43258.25516814782
47,74857.6497563211,41000.59430975226,33857.05544656884,4,175658.0136722011,48557.5026407213
39,83213.2958635595,51613.27971491929,31600.016148640207,5,136124.45138066064,38458.02259339692
27,127151.7873088303,51681.86289459838,75469.92441423192,8,552849.7366024358,21054.75540351068
24,124864.38003958308,62222.27143815043,62642.10860143265,8,633087.0274647223,26002.409822878573
39,87164.3263368639,45494.63969127828,41669.68664558562,5,121203.8313148208,48525.26862956109
26,180154.30105928233,84279.97694777141,95874.32411151091,8,457086.1333618412,19871.752433604095
48,35544.858234285566,29680.807770023475,5864.050464262091,2,11043.906134172039,33012.40297546829
35,81010.89151851495,53377.47928049792,27633.41223801703,6,143293.0401653961,57284.62105154445
32,146939.63127281485,62934.14889957287,84005.48237324198,10,424529.2395235092,28447.280145438508
25,150026.54128225343,76382.81257780545,73643.72870444797,7,371816.6384913848,45489.81704024036
33,156547.7111077001,85966.35252475165,70581.35858294845,8,428229.8611800502,20384.31880844882
40,86985.43605602396,49864.40984620162,37121.02620982234,4,144261.17745883987,46823.83397448621
32,166828.04205816658,87128.29559630193,79699.74646186465,9,320918.93508826836,45777.89971165858
28,163156.51670020787,71397.17100442224,91759.34569578563,10,363660.56456631294,34618.74136590729
30,72893.41966474275,42296.25820351383,30597.161461228912,5,106810.97024610711,62275.18297154028
34,73592.36876523991,46672.477768019955,26919.890997219954,6,158735.40792171351,51838.14453372079
51,13947.98886773032,11156.207052223906,2791.781815506414,3,13957.177956233609,19995.338507043532
42,33999.52802532615,32711.799008620113,1287.7290167060382,3,7199.735808398225,20087.062768149663
28,150067.4900190621,81502.19197423842,68565.29804482368,8,344673.8615096202,16855.986822687537
31,93583.0794863559,64106.76019135008,29476.319295005822,4,149814.02435791757,43623.47037039879
23,123434.19148683484,49860.0123871206,73574.17909971424,7,409469.689935346,20445.03424092318
24,195301.57675222738,82229.34739499888,113072.2293572285,8,545284.6270825751,44280.73823936913
41,81526.47835584737,48252.522168138836,33273.956187708536,4,158952.06892142043,59238.08040526569
40,30067.245169171434,26163.183179648666,3904.0619895227683,2,7944.296132333988,14637.69146943199
48,81895.31576878313,48432.73814842867,33462.57762035446,5,147830.1765000466,19998.667067871163
29,156420.42297555236,90799.89589882358,65620.52707672877,9,405333.1129102956,20817.426499638554
39,85326.19736776341,50488.76530277736,34837.432064986046,4,140994.57957100484,26487.829727865603
51,34846.13994384756,29531.906244294078,5314.233699553479,2,10229.506273974723,18519.437837552894
43,30788.17709201539,23980.169842597712,6808.007249417678,2,14269.740877541833,19723.885639339787
44,64600.160290327156,42870.57583651489,21729.58445381227,6,159413.22145282623,60132.48213740226
23,149172.7077594874,68301.81951593538,80870.88824355204,9,507278.703721698,28917.01553563189
45,85308.50676214439,50327.75843098701,34980.74833115738,4,118236.6388275861,42341.00185030073
51,31864.13012329201,29485.078024985625,2379.0520983063834,2,13183.432015023875,7060.487930450106
42,92044.83383302102,56717.012549881445,35327.82128313958,5,124236.17261257568,55243.83000095744
58,32584.255353069228,27919.655118493167,4664.600234576061,2,6842.525575911531,6728.0284618368605
22,142747.95799044098,69649.05796115701,73098.90002928396,8,470037.7517188553,23349.472272022693
49,78754.37678463444,45665.231779157104,33089.14500547734,5,120759.67722202308,49847.022982446404
26,162625.98751234423,86297.5336124863,76328.45389985794,10,563941.1214998688,22841.06356509365
