age,retirement_age,income,expenses,savings,investment,inflation,return_rate,readiness_score
46,61,4751753.09,737438.94,17799694.28,50640136.9,3.6037331794834007,9.991086581076065,81.21986106976581
48,64,3777657.72,3582010.37,13970430.94,14430199.31,7.884827730633113,6.101422829189664,27.479413633074437
41,65,4708993.19,3555836.75,26224240.57,46970115.74,3.9346571472072345,8.895160259454087,66.95620579610109
34,64,1841321.84,2952738.04,8006260.43,48716710.83,5.226370123823523,7.410643458567367,36.50943609213294
54,68,5208957.6,323476.55,11446022.43,8318755.04,5.4405877171686745,5.156959055962797,60.82144431036025
47,56,2000348.12,2902697.62,13551641.54,44187179.76,7.065313986070601,8.600996307821132,27.56038554253858
56,56,3423501.74,317672.44,6951009.91,51844580.89,3.496147980473234,5.898221294256048,60.34165512618224
41,55,1909725.01,541186.12,12830496.33,46037431.97,5.143221396042659,7.568300377251852,53.84648968046038
41,64,1230669.82,2990356.66,20852640.79,6027587.94,6.14251085118102,5.925166211830945,19.65139697713599
20,63,4128160.560186636,2808490.9619310945,33296113.577288903,0.0,5.282165449915722,7.202399525648164,57.906258723056084
37,61,3625752.7064054143,3724895.705328288,11663863.34772691,5330759.415405553,5.677222398441324,6.4131667775008445,23.335516086818487
31,63,5653941.264145734,3137434.558451402,0.0,39021111.45965206,4.33714637240004,9.770439102763609,49.440306149671514
40,60,5168565.900743584,2121585.9249473144,24471681.7512126,15817629.640871366,6.476807108053604,11.72538133833531,62.43995286627908
18,59,3768832.027792983,3452268.813570669,10344568.00839466,18917234.01717702,6.335904137721701,4.163840230591686,29.11630498808883
43,70,4201754.186553796,1499181.3693493323,21168190.171443477,6658114.49667912,4.85931525356308,7.632661118244126,58.923762300301995
31,57,2168231.3662559604,1124132.4745468004,11570610.020416845,33283171.726588387,4.964614445359085,7.516555447374183,46.68923647912868
41,61,1498692.8973095473,1459027.9803030929,4774831.226873305,26870498.516007848,4.905947524445385,10.190205335322176,36.26377974263404
42,64,1679689.4877411986,4305349.972487524,9857891.121184053,25613785.79641656,8.942142371958486,5.8734563957173975,10.46335440486768
35,53,4673783.502998696,1574957.5257749432,12027157.815064613,19981298.569578275,6.899504871052192,13.296925930305722,49.57064901504846
39,72,2246736.3974915384,287354.7126953895,20259322.27877914,34399843.6170558,3.831383799627549,7.394903335369822,71.79013877757272
25,60,2154429.919037125,2486666.197875045,11773963.552212574,22854195.93349788,5.961943461105254,9.250144487481125,38.34025981923007
50,66,3641311.5093116025,3508944.5078808293,26268720.596068334,18082594.416582145,7.155455456761117,8.144322762252095,41.327270436395445
43,57,2997170.565101004,1164276.2074838346,5489703.653317833,16507346.077726375,6.190532278352032,9.90119237733331,36.75629885613127
48,64,6180046.49000686,1806163.4718508709,6915854.59285307,41610115.21460278,4.5770933007828605,14.58982930652783,71.19130908097924
44,64,4590685.539211765,2811500.495668223,8224741.544836578,42120572.36700397,6.1758866270228765,6.314046125882573,46.453698468259944
33,60,1332386.9826571688,3033067.649078601,8967577.547661806,16134344.009788638,5.9591278450258045,11.244446271686082,23.818687110137216
35,65,2892063.4677936346,3590314.07850511,11191449.555621913,18557239.99465057,7.160657445637367,12.026625156819616,27.21020150881948
35,56,1636362.385277979,2180417.302245015,8723299.263116628,24177830.74898989,4.6731303808414575,15.521031463391164,40.081767830795044
42,63,6500900.061266466,1909689.9375718576,4578351.39526031,16272149.998075904,6.037369551216868,7.560941485466216,52.1865216482001
43,55,557219.9229174689,2551997.425987977,9211640.179716377,45978204.81612349,8.188877064305235,10.20989744328604,21.914158550930022
46,65,3507311.60627066,0.0,17843513.894848023,20821436.760834984,6.219212064941093,8.590079094837378,65.80458621200238
61,62,5717263.660290179,1650319.54706843,20968399.956064016,18607598.89506162,4.254019190469831,12.085003904211716,67.17739400058693
37,63,1795552.378906564,3625969.905978768,22853076.93016469,40746080.12653603,5.110453521159881,7.423886266536616,40.76981985907241
43,74,2204272.8070210395,3164669.630485088,13705475.553660534,40672967.24043676,5.687066219403999,5.162449631682541,44.543104668422444
39,67,4317962.840974312,2674966.970043447,6081738.188416026,17804874.96854337,6.131682135962344,5.651742534145012,37.7659006407438
38,57,4006974.8887620047,3122153.60208801,3039216.2662062906,34139225.66069053,5.474699438017519,8.692073251428194,35.13885625251891
36,60,1739683.706577659,3989502.1896035946,21653411.85591331,33527730.58796135,7.276202408404848,11.936945325803448,30.16190616367215
56,70,2794479.4948154893,3362772.665586691,20186001.679605115,0.0,5.528953029541209,10.01200566660983,30.934297988682072
42,53,1181233.5233939,2331022.0859385813,9875466.806119071,42102521.86823824,5.330565747331925,11.793362757541598,35.30649773932885
31,55,5069895.522700522,3126654.220662512,6595125.382996744,12828911.66032477,6.567876423234362,9.472622592724257,31.571000288354213
49,64,3562646.1890153755,1395944.8826305582,21965474.51699027,10168875.34819168,5.55724200298268,10.952287603528834,52.49144558053161
59,60,3002134.20356936,3659746.484084619,10654832.373539442,22058790.28801961,5.595641283123184,13.11036022325546,26.3439456883861
35,60,3812979.600411916,3766263.814292594,13324832.096628867,55478696.652238354,6.990498535600903,13.510499641251588,52.17482876506286
40,62,4113029.855615434,584777.5820845496,12694720.56913636,26651608.952795137,4.375626885693636,9.817161379975673,68.94924063631227
35,53,3361393.560191515,1357595.899254301,9655361.83973699,54361556.55434166,7.919471069815576,18.274915660122105,61.85913084182937
46,56,2181783.6713418737,927722.813619691,10606583.967554577,48175687.06596242,4.0048482413646695,12.340481795562903,52.83690978136598
39,52,3484151.739121684,2501499.800512657,21225368.55457289,24301446.09229869,4.340033079035531,11.10420805872793,48.73155398009994
58,63,4060267.733560301,1745105.535263293,4864230.927092902,7242349.416535396,6.777351610000116,7.073378824815443,28.3291572884622
33,54,1231547.236200219,2110089.9648386384,18162906.43719403,32112697.669067662,6.017745632875269,10.18808767997877,38.68816681153615
36,59,2094375.586900472,2732027.839512473,26828703.6389391,11431721.930469168,5.463548580011481,10.084768615645284,39.562905848847144
47,57,2316487.6683187485,2705128.405256828,717266.326115042,27806481.22639485,5.264782543781542,8.858024577627836,25.234938366308203
40,60,4266260.174307282,2817432.689044635,941393.8605892118,30929499.52611414,6.065273740799189,13.200231399551782,38.09118133372652
60,61,1550065.9589601776,50167.61570232501,20104860.37789508,22316175.219794795,3.797815666941185,8.959439209627313,53.659679958716865
43,64,4875264.878715593,1071313.9041326982,26959972.462198094,21952525.04546334,5.513488136314046,10.248412548394196,73.98307591656199
30,58,4695041.2562591005,2046850.1533465,12791013.036886455,29802538.34421249,5.288045153120568,10.72841831151799,59.6518944681398
44,76,1258555.2505287612,2890445.0410729875,11379334.319488505,46016444.44838284,6.736099194409785,11.330860520394888,41.36273234992944
52,63,3619759.559725728,3825225.266466293,24361912.26241109,20528253.99221985,4.906635353053139,5.009894345980566,35.343392185368685
45,59,5248736.738919758,3352604.7132018134,13498478.38472251,21835052.49239348,6.092372643520353,13.49602159496461,43.86477255909375
53,58,1993330.1707979213,2352408.1861718725,13983934.563692205,21809920.09061882,6.7065191206570605,11.54471312041708,30.074418788087186
51,67,3324386.0855843043,4728352.865010487,1172581.6785974428,57274707.00271336,4.100398402616499,12.401141045724394,33.44002410248395
43,62,2200880.719907476,3012194.052051169,17881956.026142288,12624041.370103966,9.3670741548318,11.40983699854088,27.35031501772879
48,58,3140433.449374149,2329650.38857983,13182223.250100745,18329873.22404697,7.636254450794301,8.871538954206509,34.494725846210365
27,56,300000.0,2836951.1054142658,9539388.4567876,29025686.91505858,6.806726945219204,10.592860901002984,18.16244796793827
44,55,2234087.9556256854,1891450.3523144496,8480238.116725065,18529083.85522344,4.200199697760873,6.832851381396564,28.388999909373346
27,53,4929299.134621994,4680912.608657446,11200830.71184364,49727529.95658453,2.68905332095296,14.174555452968166,49.79407392759654
50,66,2264917.37001076,2426536.22487827,21749728.26381488,65949750.90271181,2.5829289453140136,7.502770441493652,67.75579739555232
26,60,5837967.929641221,0.0,18033396.514479578,27436057.66755196,7.671121566172974,6.819241505256846,80.53379754868706
28,64,2377961.774340293,1441351.6550428004,23420771.226758484,41300228.23260326,3.49475214002881,9.51639432700912,73.57958536760931
34,64,1571521.841118781,3093799.9024424623,399562.6911068894,7360823.019552335,0.8128039260065361,10.751184051932928,24.94630391799979
26,66,3273563.355124724,3762242.400037637,14545709.892056253,16445117.640485128,6.329579958695453,9.648880459729485,35.920051189671675
46,63,2965478.342375029,1547764.2705696314,22136456.905184064,33479765.524374336,6.629192168898883,12.023006353386014,58.66196310627837
33,59,3616370.6366096335,1813041.0409869547,13175018.11290102,11447522.300190676,6.366986103602311,12.257128906376458,43.44832290980275
35,64,4523409.449605631,2594732.660759332,12949137.436042428,20544882.29390788,6.001240084492212,11.043462775792923,52.35000673469811
46,63,2842652.1920296936,2631144.402374739,19015291.538274933,30229225.966958907,2.968350302068956,10.466027747908946,47.86112587038158
52,56,3907585.508687639,2734088.198434089,15295006.277852634,12638738.21115969,6.268930788304242,11.020325735247964,33.885353540553574
39,56,1056845.619111661,2616009.064294574,12790951.858468687,30183917.40784562,8.179380222122909,11.75366185968932,23.69945419960981
53,58,2006078.4688109013,3018912.851212913,1236244.815091988,15851429.347092155,5.277254315199148,13.608513278374325,13.53775193150738
55,56,3122336.1554114167,2148459.5610529706,13242771.086863251,1873797.0715806708,7.092423768368078,9.43675370553748,23.698377002441685
47,68,4107612.723343873,3529351.0824179,2213526.459205672,43561271.99216731,2.909466857357585,10.18287022802885,47.06457180080445
36,64,1505964.718692759,1004437.832078242,7375463.030954903,12963477.480107209,4.550336560979985,10.187856847763676,41.390571396214085
17,62,5265576.871041024,2558390.27359656,12733814.33857917,16498923.193747751,1.5890224553264662,14.127616954752996,70.25523588535101
31,55,4261492.761659607,1412692.592254744,12610381.374664765,17561801.0145747,4.286955430737056,13.1794228909992,53.88628144865022
31,69,1348235.7873408564,3598152.510497558,4547648.0339583885,22985749.904279266,6.385659964752577,7.38794924430762,21.449619545754732
58,69,1432594.4406034895,1716761.793010503,11818311.02717335,33645329.80867403,6.302213600561125,5.044217277039869,34.93234404965143
46,55,4760257.630584246,2695237.9550800016,8748693.312589832,14373407.022510923,5.32767040138766,9.36975166239612,36.492593391049795
35,62,2562684.476068697,1124711.7081819093,18323907.40591502,0.0,5.807676738695024,14.13903499099067,47.629873300047734
60,70,1818524.9647560264,4297855.922895951,4467582.725520916,877716.2893041149,6.054249630299863,11.274909344918882,7.348060881572071
43,65,4842714.69665345,1835822.9251458596,10772954.92465065,26797619.24527193,4.992155674529091,13.226513135328153,59.16803726937741
22,63,300000.0,4013360.686739175,19950952.39673496,10854011.443150625,5.772274618460451,11.5272261576363,22.539443835148468
52,53,2398927.758341021,1719539.3943217036,13441631.448454889,8659122.053702928,1.8353105208523492,9.998878359934638,33.40332264119184
45,59,2333581.164765531,945112.5362414098,20753432.23312835,44009143.35074055,8.274660681726825,12.658439154153616,59.484517253173
34,63,660342.9716319661,588289.4566698067,8930888.352769993,0.0,4.237108657371457,11.202952058370546,33.89726359494338
40,62,2665276.506122308,2421085.352796738,17874384.708394624,35869195.8545609,4.319762284249644,12.05437606353207,52.888252838042135
38,63,3659644.824771374,1702062.2704171604,7451174.650318311,16102348.499478376,7.396794318184467,11.137260855859918,40.66401134523364
37,53,1254216.0738189607,1315515.2638433916,6483124.055946377,32547099.524904147,1.1852963961103482,8.080014052409094,39.78707829090214
66,67,2828102.1588878534,1075940.5349661342,17406191.61765706,39535106.38149104,6.939037929022611,8.05699584900874,54.20060966911036
50,58,4500305.913034426,3231636.63298884,11357775.94449444,29154210.78883364,5.46357810177015,8.559541230917935,37.0951459633742
54,60,668800.6416770006,3205055.141572682,11583218.631494503,31530197.71736239,4.661905667663339,10.175128900808168,19.84132320830319
22,61,2540581.177666866,2770512.703662338,30270452.346655004,37672883.712434106,7.317264130425723,5.576072780557973,54.31950261493835
51,52,2304816.734999666,2473640.443307289,31816844.369482785,38272235.78018844,6.831313208419537,13.46222201865582,49.83691974648259
45,57,5402318.75694926,2468527.07648868,20362544.469255008,35950243.66582853,4.816543690246302,8.850749881697887,62.210696480766586
41,58,3515391.114971204,741138.7322079286,14911486.75818626,32503321.614510927,5.276388982518015,5.5312255304384905,57.660299381661304
43,70,3040093.886657804,2928829.5649938053,1405876.953132799,37026639.21171612,6.269001250047476,10.934044413716292,35.0721828915863
42,58,3465228.978712912,1835741.573177229,10587151.909180123,0.0,3.4886050253846967,8.263849371279195,36.31973554516563
45,57,3610940.851169361,3259770.99590633,13912637.893818356,38273148.69308988,4.185981818845422,5.166541772021285,38.55313804610605
57,63,2098651.014153756,2576274.492459499,14437444.575369598,51283090.41668634,6.630081397518916,10.561060356764033,39.76341718776064
27,61,3569486.033680669,1787501.5151119542,16234164.928606678,32329357.94574056,4.971014443395728,15.84446627769382,68.21369505794996
30,56,3428459.4407617627,1528412.9319180292,16728762.493110929,51494838.442078,7.090761049059744,8.61862758160747,56.70647055947319
50,62,1171515.8487339187,3933336.848316888,15954607.707838062,6747503.511960834,5.333760175749329,9.580531573529372,11.022940861603033
29,61,2956284.8054831782,2395134.7764182296,20481129.66683039,4710497.875244524,5.485029772192463,9.530909347375433,44.33502434334934
26,66,4112372.848518383,2351760.075418473,9529144.803657938,45085278.993770204,6.457223302864447,15.42659584986429,65.02591463535595
47,61,707257.1241710149,487351.6806898834,21158314.5555412,54754532.7246813,3.529176584854381,9.05226902474004,66.47858822479147
32,69,1979284.6996743788,2323139.4875557283,0.0,40723000.31147248,4.562935585166138,8.483660460373034,37.692377415116184
50,52,3634042.300622547,85537.25075737992,14757343.451732935,28032639.723202314,6.004431230859277,7.973843678138504,55.25146788524867
29,59,1088859.1973218373,2439667.065186306,7327224.903891722,10776705.652775344,3.661891335249618,12.931547747323853,27.558510218204262
47,69,849735.4384350232,2172509.260429235,7746500.876489859,23278026.08711926,6.183602788347909,9.01002946891862,27.119534550177814
46,66,3589407.3681581435,1484173.7290592575,9940300.514976405,47858022.28071569,5.505948822673665,4.3351505465853135,57.1171525833087
37,60,3342499.1985806134,1505885.4644740166,18321897.327871643,22797928.595278475,7.1428966585552285,12.793305817180194,54.95062261594105
53,57,6387463.013653565,379955.9189460161,24895643.52915673,41317050.04991794,5.287305430217321,0.8670589895907792,77.36208244902542
35,63,4771108.47212742,1490895.7572621088,8063018.459980339,19103274.944589596,5.420386584586598,9.349872268262184,53.02411089388782
45,66,4285109.492181268,2592745.633831313,15202011.92519391,43083889.09016797,6.241717471409412,12.877377867832791,61.3162756258807
35,67,4449078.024250725,3541510.487805235,4360718.970160522,10597511.353810266,7.33800835271797,9.53076389405656,30.299274143428928
25,67,1716624.9071033837,3191078.9146186067,8297951.267945443,29149973.73340652,5.94175108919006,9.490780624909156,34.5700266738377
53,68,402895.2081009992,2516069.2071369938,20031585.21245104,40491469.2011261,6.229306547533742,11.84284852337056,38.652550714776886
53,62,2758005.5997729194,1483156.6309098357,17792428.028400082,19996681.30127006,7.764807688072612,12.600813827784595,44.214153488690656
56,69,3375008.410775088,3970152.125561269,23082741.233889595,26547034.44714373,6.185615063459312,12.27936610540659,42.302663340822136
46,64,5482013.833858073,2571895.323857953,0.0,42539409.71414092,4.947762529014015,6.48181192251273,48.61446161801788
44,62,4306562.952645469,3958182.160025125,18018497.93853625,0.0,4.456299620237857,6.898969790883232,28.80825680897278
51,61,3045937.6922042253,1674158.3347441922,15873168.720752554,13920569.452442832,7.391802857375604,3.7486093442059474,33.783872866879555
43,58,2327559.8314462965,2433806.6949200346,8906621.531120172,30464683.56441794,5.776989103535257,9.428854799352548,34.59078390999411
41,66,1323835.5244356275,2466201.06038372,0.0,22825461.139658578,3.554990938796946,7.3372988701088,22.997095182009133
39,65,1530139.4141458813,2456466.6569426125,26175200.02186588,55029359.13476409,7.728042415259818,7.641504394262924,49.8306540371684
55,62,4536895.745290752,461239.7908785408,17891342.967742775,24351068.575722758,5.696401658776035,9.5445410887086,64.32255067379442
50,52,4749498.295654689,1223391.4308478364,17807793.84421965,38289341.6478392,6.626458209915515,7.955481926308442,56.9828749580468
33,70,5965155.361402964,3150776.3063718765,2801235.5941560324,70317988.21291275,8.218150608219588,14.1245063088502,64.4407356002342
48,64,3720307.8793325415,2086740.2995668256,13029577.239843206,59690913.91319251,4.291242845187402,11.575768761056382,64.92245502432463
27,58,5225403.271540659,2919827.2077713707,17239542.04480203,15919135.14323214,5.373986435249399,10.110255137794915,50.74954760148272
36,65,2915812.20926393,5463997.749903986,0.0,43352793.64277859,5.740109747680545,8.746050840596084,17.531973644515926
57,61,3285614.7546255044,2201488.8473446136,9823167.434426522,10769686.762500362,6.566059721957314,9.262745204992704,27.429580263250006
39,66,616490.9270277862,1913012.9031169936,4474306.944103865,27199582.72049057,7.149663923300646,9.16522808296484,28.302634620878703
56,61,300000.0,1291844.0721439454,12001241.471079407,32263948.531848088,5.967168364418192,6.234612264773073,29.286268701208293
47,58,2500380.1108871023,0.0,10283406.269891065,37456465.44489221,5.947048132903216,5.539127348691893,51.57180059984903
35,64,2009125.9307891773,4106807.89036768,19911164.32195236,43842007.95897548,3.324798034750724,6.461259915323508,43.34138191977364
56,58,1358585.13207919,2245741.97692036,20626501.00679706,7020941.594888564,5.856601910982012,9.390815082545618,24.550902036843414
40,59,3194014.431378519,1768990.8090637506,27890630.932214573,29709143.02178533,5.212822295969906,11.182498094641598,61.77973156218893
31,61,2714655.617876853,1320245.1066342865,12613952.459502457,15066793.500723591,5.808614838993385,7.480241147739065,45.707849486333714
43,61,3599300.148172204,1375532.6906885523,11967962.522834815,24882072.460738257,5.978971321147203,9.978599096420368,49.2145186315942
52,64,6111675.662175672,2467303.5093529643,19935626.42842037,12855684.616094498,5.394155536668248,12.853509840317113,62.576950054539346
44,59,3028653.578640131,2315398.329703532,24745629.28058461,40034474.03984001,4.104502716083044,10.776470737178547,58.238166021112036
47,68,300000.0,1831700.1307818864,8072535.10302919,6056705.892157484,4.293853758763225,8.534887225624233,26.589491188478192
46,66,1507577.5189874722,1583120.784170376,9103160.514865674,6231920.126907863,6.673382597545273,10.755762737616756,27.082680333989135
52,62,1966815.377739404,1768296.395693963,7427234.612127298,16795802.460732095,3.2775287285939627,14.752930967811686,40.07148122040774
50,74,3652231.04019688,0.0,7945930.658896024,22398901.38918116,3.425715911443443,5.086915970191035,63.070286677077036
31,64,3738548.268981644,2731581.6893750723,3190306.1439448595,31924743.000022296,4.502343006657872,12.248563559686302,45.48550366421848
27,60,5356307.310160412,2010241.183561144,21481267.22876316,40822682.07773942,7.098945701179137,8.49070076931347,68.71385568358724
28,62,3091559.1078189504,1248004.7059103576,0.0,0.0,6.5159106204423765,12.233181017289445,34.26606037074731
46,69,4398092.340762916,0.0,19279201.87008993,2391777.0991871767,3.7609205138109063,10.440048919788026,74.54138227611455
37,66,3606331.1868414944,941815.5908819012,22395144.273253225,34180984.881568134,6.364787011636613,10.31017760019816,69.85979291327295
44,57,300000.0,2530176.463542493,8701804.329037651,2939605.18981776,4.901327441164732,10.692953370960046,13.513185523743369
16,58,4270698.51131713,2857782.0635469235,26696840.64973786,23590058.115277365,2.2091332194910254,9.647735234426428,67.61390119492309
47,60,2068319.5736634645,2188003.7251155344,0.0,16778167.823364705,3.4124888178404595,9.264517168704929,24.807062699762426
52,59,3265055.7886769823,1065655.6775012517,12570623.955430776,24862091.89328949,4.8152860547769984,13.125581463557342,53.52854651198282
15,56,5364489.884530854,1829034.1770031047,22100831.514991257,32773729.86873081,3.263993515191212,8.888966659055628,77.6717456767172
37,56,3957605.643517739,1885984.076636345,25749596.77040202,17257938.265655942,3.014287942701006,9.583887965282504,61.739264997888995
52,59,3359390.0520671844,2726703.80483353,16043176.076805037,6463598.579331141,7.570431906947188,11.1083232350373,32.29544200288652
47,65,2613401.6245459104,2114050.537425759,19274591.83892845,42132068.17380254,5.123722663419845,13.0037524808874,62.880752328499874
30,54,2517138.2136005727,3899176.097492613,18892707.98469432,25868533.6020916,6.786556023162119,8.908913134125374,27.649053478405673
42,66,2994796.378734288,1726214.7861411646,26427742.331114903,0.0,5.22292171351989,12.257330304551722,50.45205400522897
39,62,2435500.028506998,2504552.5651862174,21415007.61640106,62570492.38641407,7.638023066184541,9.94215070061612,58.05788781504111
40,60,2967489.9438705337,713354.4940395798,12333985.552397678,8491407.752122786,5.526138025187556,8.104159183645283,46.578670035697506
18,64,3095155.6379383937,2322171.773080657,16539345.388642974,24399268.254792105,5.027353154744473,10.209443867452611,54.44602564060494
43,59,2525479.029184569,1628698.314343969,22860376.334483683,20171312.52352108,6.595632444853303,9.765616917245376,48.167562870866675
36,59,2160565.0082002683,4042724.356144962,7327506.888778363,7208243.696764912,3.097914349452303,6.402988122240773,13.968860440476027
45,67,1503423.2868337012,1682708.1079452692,8615067.798202995,58490646.12169656,5.919660539027084,10.343964109910234,49.23487755871344
37,58,3453959.846917534,3120112.127935268,17694522.326252572,34459615.54040317,5.7091640741872185,12.966117855189069,46.94843146637702
26,55,2117087.8327558385,355728.66981433216,15595664.393362178,32163487.31649901,5.251227768255291,6.899590829296118,55.89601290018722
49,59,2816048.22095157,123526.66548242768,23537237.55962088,29535733.075826112,6.54636650190703,9.869970256602164,61.40697539554497
46,62,1225040.1339455373,2694890.001221234,9599362.126586543,13403567.325248929,5.201254523846203,10.153403011166228,21.200858118015688
31,68,3121664.850398512,1525787.7555210742,7189579.97806438,24994631.10345608,5.331107186925033,4.005640532382484,46.22560397624486
45,62,5016022.552651912,2131010.203271883,12739245.93088364,30241498.565752253,6.326781988910215,10.214563565999413,53.05025030706012
46,55,2802241.906138757,931268.5242163688,16156497.44079838,0.0,6.276356941809666,12.086371494319913,42.14200899953584
40,57,4536450.9540379625,2978668.3224317813,2049544.2724024209,10057808.61785044,6.863267898090091,8.350508994031337,24.675353795617585
26,53,4452005.98250022,0.0,28840869.753580038,49967963.23525173,3.579887215183257,11.138792419459284,92.7129067440366
19,67,2042786.1319369453,1336239.946758293,7945823.729401115,22686322.33971329,6.426646519297197,7.894472120776695,45.91379524380724
49,61,1731196.978677642,3589927.3952590893,12686610.997263333,34005952.78212306,2.925909728230652,10.259685511226566,34.17796734114171
21,61,4276746.257204562,3454499.660646611,18395232.04551581,39637001.26852949,8.253963128913442,9.255002807007196,47.90578255709604
60,65,3178135.475656189,5446981.311505564,19970191.62900599,45577193.93307784,5.061200115329649,10.293666194720794,29.581293021533362
35,71,1680554.5507850095,2274143.4547134275,30373279.30081375,60281857.52372846,4.591783895915056,9.967355236606494,71.23535901964544
40,62,3410524.3929008893,1705442.3069813214,22045046.979724325,38096244.55317995,6.093798796459475,8.014423468899212,61.686539304008846
50,65,2429662.5810458264,2091567.78457228,23128000.28389409,28975608.66271857,5.732883428355291,13.37493780278384,52.107865425719005
47,59,1090571.3352095135,1623562.5432327804,15036541.154676026,6277400.386853252,8.553887066265224,5.03653048409176,17.64348445740739
29,71,4156222.65257976,2190227.3418654404,16085439.73349956,24074652.04191634,5.377555129059311,11.88499838894628,61.60300770731338
43,58,2538105.7660506438,584893.1080326617,16388795.031622233,16360079.597929507,6.214964029342639,10.725587702710133,53.077700182406744
38,58,3449971.3607902387,1014765.6184196604,14310926.482038444,51171371.58370294,5.205169640405801,6.788992512208495,62.403749667556674
39,65,6274397.358962251,1557682.7627044795,6815801.47039248,38841866.69607008,6.804487392950384,17.574883859179344,72.46808205607161
36,49,2840144.1763437157,1934423.4431820568,17292908.022980057,19888700.8371623,2.7505290125974287,8.510035328674123,42.544208830603665
45,69,4803319.279645775,1836415.7665395336,20162489.50889615,32635817.45881797,5.982056235848133,13.251426440336475,70.32572130589334
52,59,3342962.9712243066,1926799.187805148,17841056.467170633,21317952.731828965,4.596626258295237,7.560101387198857,45.5486659218351
26,63,4022487.094467681,4383322.281186259,22470034.78792852,31323341.397723217,6.5272802912275605,11.618209946403406,45.794856783335405
37,60,1110268.5091289736,2196551.8969543064,1457458.8008649666,0.0,6.475481812724262,15.004325813586297,15.23171055224102
45,59,3987234.879458121,1694526.9407659855,20245688.02756109,8322022.736935802,6.69225795967707,7.375818914459941,45.668696674149864
35,62,3252963.7276670006,1373764.0246774787,14651958.032578854,55267221.230194286,2.37305108990567,7.7562208933702514,75.25753752388914
52,62,2239097.46324504,2064933.5679041708,23610963.224429134,22033745.239789613,6.18006530086465,11.21353249467292,44.83137531280254
44,62,3364998.5633595632,2460716.8324431637,18799795.10933683,29717907.162119105,6.391037002519461,11.460153829860053,49.17002101155329
35,60,2651924.034925846,3197429.7751763444,5421074.769796245,32125817.62678949,5.993027120921931,9.398294115709744,30.656498058403532
58,64,3133067.103929042,327834.30460862955,4996401.016268367,41655488.24806031,5.194406242180147,10.653002735845224,56.482837623169225
42,57,6580163.60688309,681950.1173975375,5124341.614945414,0.0,4.795401760215093,11.440525049571407,61.498916548802285
60,61,300000.0,1078929.1302617283,8681755.463515598,43577698.80328545,5.319445260097038,9.245286971385587,33.634879636620624
45,62,5131647.271668133,995055.1119528164,0.0,4811777.780533526,4.174496251309531,15.20329919180887,49.975980251581944
27,66,2355115.495551564,724532.3550967609,7320786.416240914,0.0,3.5820110480708403,8.893917667823526,45.98778067317976
43,70,4384424.948027958,2022000.8426326904,21636483.66878242,21740219.82561489,7.873109737974257,12.502437044694048,61.637662617337654
38,66,300000.0,2336136.5512795285,26715852.342557788,14482651.4598383,4.30082340059948,5.581785988890111,36.046182516571356
16,56,2498001.3767113,0.0,20769830.1178749,42640234.67510506,5.468963789053866,10.954920101644358,75.4064348235599
38,62,941535.8354453132,3340306.6984705944,15240759.945009504,33780199.77655581,5.552328231444503,7.636123240410692,30.151036100441267
47,70,4659750.930504453,1136167.5063629393,13576434.950083192,27814756.99453504,7.882052940402742,8.266858965063875,63.12329427959879
26,66,622676.8217133316,2668371.8845650665,18761287.415402383,13242944.735601677,5.526774134657336,15.446910581681022,38.107392836392414
58,62,3276754.7226215675,1660003.4017410586,11943944.678385604,2320414.9176804386,5.5576941511966105,12.598314439673056,35.34640976847274
36,54,4089934.472294041,1226209.472845101,13210185.586026875,38104020.37293808,7.553192441361627,9.697805659998131,52.10395224071224
18,56,3369264.738067559,3965581.0480578304,12119337.914980058,30530969.25080082,3.4723431914379104,12.034035024986371,38.63953160168025
36,66,3997100.058939798,277341.37633914803,7377308.000910871,28484318.764098305,5.0736765138584685,13.306738795701838,68.6843695433147
49,57,2397501.2944858703,1208784.108550904,8084360.666798347,4601444.463418469,6.504863946793153,9.23045926708725,27.762418460398482
33,65,4922777.996682463,1656965.2522595422,0.0,47079381.82743235,4.262524770010268,10.5618045829007,65.28077317702152
35,69,1338663.1159695734,1905995.894784241,3366687.0482995994,14332406.267290188,4.220621389996468,8.68725057630111,35.66784232229252
32,57,2811906.1168834385,1212094.1034635245,14910918.547730347,42099182.07512015,6.086042908958409,11.755172053856644,59.653725546184205
17,60,2570968.112047877,2330516.03879961,0.0,14960732.490204146,3.074092126960929,13.868865467904865,39.58413234185539
56,64,5204383.936041976,2228272.7993148705,6843316.556893317,14638445.419692298,6.692075596000647,10.27493720649477,41.70376571314609
31,54,1217096.0122739165,885086.0422645058,18556152.165147822,12366838.439686002,7.811167310083345,8.900489015255985,38.79756979251854
38,66,2604935.0485103847,797966.9691516422,11422529.07298104,18479098.394344263,4.856737317605552,10.166618623715197,52.679041202494105
39,60,1998698.8363546869,2749192.506480741,14128029.43125488,25814723.21163936,2.2362631926377023,4.816535170271569,35.982869942063395
46,67,4195264.34288839,233014.090377365,15107794.193691129,23742984.89313981,5.78295641444131,11.180571290408116,72.29302804786121
38,65,1517529.3741141893,2071681.544660476,16117059.48443809,14481055.985574266,7.82774779237921,6.956435623631674,28.97671194067975
24,59,1360945.6036376606,3412409.3748506643,17241559.99887472,35841527.63069086,5.996730202044677,9.06726865237992,33.237171586439295
