age,monthly_income,current_savings,investment_horizon_years,credit_score,expenses_per_month,debt_amount,marital_status,dependents,has_existing_investments,equity%,debt%,gold%,real_estate%
68,71019,229643,22,591,23258,46807,0,1,1,31.068341784975438,14.942063497810192,37.83264401164106,16.156950705573305
46,47519,503003,15,603,41049,31375,1,1,1,29.636391993155897,18.89415417443544,32.09352336029832,19.375930472110355
38,72861,175705,31,796,34723,668452,1,1,0,33.92378567418123,27.407731205769796,19.59700945948027,19.071473660568696
26,60276,84779,36,664,51156,41807,1,0,1,41.08215613571465,20.09752431735811,15.987604027834779,22.832715519092456
57,55194,184056,26,756,43484,58908,1,1,1,36.96850621993123,18.8116988964996,26.67903866336164,17.54075622020753
68,15000,41572,14,669,8218,225763,0,1,0,23.538473628165153,18.917497889259387,45.650067082849645,11.893961399725804
33,29274,991664,17,614,9778,319049,0,0,0,22.96748810283202,13.977079636323497,28.365271942465547,34.69016031837892
48,55786,90244,9,697,48456,333186,1,0,1,30.83594711411517,29.996806720295417,32.04481974812668,7.122426417462743
25,15000,429382,7,823,10431,98019,1,0,1,35.3814654758266,18.051441770458634,26.016491597514396,20.55060115620036
33,42385,90163,27,598,19064,130628,1,2,0,31.072362071484005,19.93714653746805,24.86958988648477,24.12090150456317
37,45004,421285,28,723,27907,51541,1,1,1,36.28335924742147,15.88297803664962,21.222727397442167,26.610935318486728
60,36617,65440,12,665,24944,112122,0,2,1,31.05613909190039,18.342916403433687,44.1716079145395,6.429336590126414
65,83171,228701,17,534,36262,43273,1,1,1,29.500347558319845,15.713349995715454,39.74342420507091,15.042878240893778
52,33595,482556,9,532,11963,164464,1,0,1,25.909336968038044,15.056006294846789,43.15781804202419,15.876838695090974
49,62652,166145,8,614,28849,44043,0,1,1,31.64785876673732,18.837942562068655,39.53224529796211,9.98195337323191
23,49405,181097,27,678,16232,253844,0,2,1,38.75286748031197,21.07455151838548,20.321445843419227,19.851135157883316
60,56436,17372,12,720,19300,18586,0,2,0,32.32435952552905,17.60148056492082,44.13948822341233,5.934671686137814
54,108192,102860,37,524,42622,101781,1,1,1,36.68632583626977,18.94173104659991,25.00542710023044,19.366516016899887
60,65391,348513,20,702,25832,88245,0,0,1,33.840610766127924,15.693729980783782,30.80791366984064,19.657745583247642
47,71191,44102,1,641,31948,36737,0,2,0,28.805557369504857,24.014055287039564,47.18038734345558,0.0
33,37037,248461,9,650,31942,3408,0,1,0,26.121525538651362,19.410022962971908,38.50469682898804,15.963754669388704
65,78784,180179,24,697,50854,19295,0,1,1,34.9576124601059,17.262981666623144,31.532999387026994,16.24640648624395
53,77519,40367,34,790,42907,412859,1,2,1,36.744073175408985,26.146619382924975,20.961172420547413,16.14813502111862
26,74628,53182,36,674,47633,340247,0,0,0,33.40903378028578,26.17480187649249,18.856829411942464,21.55933493127926
44,23725,89256,4,541,7198,15245,1,2,1,24.048488734542758,21.13908816967368,48.47920493453798,6.333218161245574
39,42443,21389,29,635,35518,56374,0,2,1,36.35900542931372,20.432406277299425,25.37668094796749,17.831907345419374
36,103007,391380,23,718,63801,75087,1,1,1,37.53438618876408,21.64820122946813,23.33395314221702,17.48345943955076
60,39368,215137,35,721,22478,78027,1,2,1,35.692636034724615,13.314050096675544,27.892414802360527,23.10089906623931
48,107100,72652,16,703,92637,42599,1,0,0,33.290010842567966,29.214632551943566,28.604929727989024,8.89042687749943
53,43608,56992,8,609,32193,292957,1,0,1,27.767862289542357,25.196723628374766,38.60529521169455,8.430118870388323
68,64446,187172,27,541,32381,286958,0,0,1,30.406182882694534,18.833604058746513,32.94769341869426,17.8125196398647
61,54385,88325,39,697,46863,2293,1,0,0,32.30601617377932,19.221700111057,27.79752007388628,20.674763641277412
33,34656,41681,12,553,28112,125979,0,1,1,30.297228971457713,25.920766438815367,33.922735688397246,9.859268901329653
63,35088,89981,4,705,30622,9273,1,1,0,23.596281935018204,23.115262578310855,48.32894734594549,4.959508140725447
65,38873,328040,25,705,13906,109207,0,2,0,27.168271168289625,15.198527079352495,32.22752861961721,25.40567313274067
45,64442,11372,6,613,56268,241992,0,0,1,29.815136653850544,30.624376077540248,39.32240530312679,0.2380819654824158
62,86713,73509,3,641,54258,125818,1,2,1,29.640480521683543,23.555329316927477,41.79494779766727,5.009242363721699
56,62495,524663,39,666,43954,75943,1,0,1,36.828323468322985,12.446318647879032,23.524375745608925,27.20098213818905
47,58999,5000,24,601,25212,380113,0,2,1,32.81142736779194,25.853369658317533,26.98770063926273,14.347502334627805
58,96311,354098,21,539,37006,164734,1,0,1,32.931421737714,16.81368639569562,33.02916882701336,17.225723039577023
27,61240,75158,6,647,21289,34411,0,0,1,40.705147360183545,16.638700747967995,36.13728068594843,6.5188712059000276
25,43714,33620,33,655,24190,58714,0,0,1,38.873164209298125,18.212347214376905,20.99466072392069,21.919827852404293
63,30068,5000,8,759,13013,171192,1,0,1,32.989163537169155,18.425211846770058,45.716957369699806,2.868667246360964
65,98113,11701,33,587,34238,2340,0,1,0,34.078597792458645,17.636481605622397,32.826529235219986,15.458391366698981
51,50118,30168,3,735,43755,7932,0,1,1,34.010367830323325,25.014118488810393,39.31234432108054,1.6631693597857402
43,42643,5000,2,558,31557,235440,1,0,1,28.00227410656922,27.22298890272075,41.65603881003517,3.1186981806748517
62,40049,65480,38,542,24458,5267,1,0,0,28.365497519959177,17.055788089748734,31.147297849865208,23.431416540426877
30,96426,7349,39,626,71934,136176,0,2,0,35.83977686099245,27.333633749335068,18.336925124188593,18.489664265483906
52,42811,188537,39,575,28549,46087,0,0,1,32.871607999945304,18.563736941109013,24.964059071232388,23.600595987713294
63,89714,273399,24,541,36497,209769,1,2,0,28.447781327036108,20.44318260021595,33.84535292246914,17.2636831502788
50,53088,349517,21,806,36103,225550,1,2,1,39.53700942540997,20.29691684043014,23.898255371743023,16.267818362416868
59,23749,127452,18,614,16828,367782,1,1,1,30.560941520920075,21.577593052367376,34.908933429715546,12.952531996996989
51,50025,468520,35,835,22135,12051,1,2,1,38.27806473671822,11.959138515704682,22.435781915810786,27.327014831766324
38,59016,5000,11,570,29040,65958,0,2,0,30.837701630137193,23.724003487861044,38.10347732387495,7.334817558126801
56,56545,23023,11,513,29967,102386,0,1,1,32.66460650782725,19.488075384861155,41.04305367131235,6.804264435999236
22,55800,55514,3,753,36913,297314,1,0,0,30.822425694282707,32.74593054000427,31.71778420388826,4.713859561824766
34,50342,248962,23,592,18932,37194,1,0,0,35.057817672228275,15.135238285806697,29.77080773441319,20.036136307551825
33,36450,346594,1,661,27194,8919,0,0,0,24.191290096047585,21.775979709672487,44.4375965415102,9.595133652769725
49,60322,154030,23,542,30620,27042,1,3,1,32.62891243887884,18.700925376546536,33.19960117680862,15.47056100776601
32,76228,77323,22,647,54507,82121,0,2,1,36.87700721777717,27.163712414464943,23.25381015742069,12.7054702103372
59,16122,175384,30,540,13860,137127,0,0,0,25.149635131526395,17.641406065150207,36.024101473880584,21.184857329442817
22,98972,31928,2,644,81347,140803,0,1,1,35.661515904183815,35.156569834008366,26.81701931890972,2.3648949428981076
52,15000,97961,17,612,11138,9312,1,1,1,29.946406452835927,14.932502229611638,40.97726531882431,14.143825998728133
33,62257,113336,20,668,25898,171961,0,1,1,35.173411158776325,23.33151577733578,25.851916360577366,15.64315670331054
66,73983,17726,9,700,54691,129542,1,3,1,31.38987602633097,26.509615199332316,38.10014101776723,4.00036775656949
47,41899,5514,11,669,28553,62817,1,1,0,24.965029083590547,25.88159029608732,38.85278801968438,10.300592600637753
69,15000,221875,17,686,11452,101580,0,2,1,29.938972560130882,12.504511923426795,40.94558526317979,16.610930253262534
61,57098,122414,14,641,46893,175188,0,1,1,29.571327451908648,26.61262185363617,34.164323299652,9.651727394803194
37,65091,64612,18,615,31691,36472,0,0,0,32.5547721271756,19.016856906519855,34.83690077785587,13.591470188448682
60,25538,91981,18,688,17533,337676,0,0,0,24.670122025011153,24.570699237684565,38.150889090051585,12.60828964725271
51,35096,506088,8,641,16322,17788,0,1,1,30.379378621404168,13.35808513710428,37.617429999946715,18.645106241544838
54,88881,77759,29,644,45131,279008,1,2,0,31.772053961017164,22.900902895767025,28.52382973825095,16.803213404964847
44,63530,17477,8,682,38904,162045,0,2,0,30.70332210963671,26.474590212229227,37.70389303912489,5.118194639009168
65,15000,99661,26,567,8407,129640,1,0,1,29.40052797927239,16.26350735804028,38.4317661605312,15.904198502156127
55,73495,167082,28,764,48534,10386,1,0,0,35.69457549850478,19.621066795014208,27.04276456034559,17.641593146135417
68,32084,5000,8,630,24231,301604,1,0,0,22.246604861429166,25.6289650787408,49.65917501384706,2.465255045982971
26,36757,64636,20,660,24370,42003,0,0,0,33.35345513549409,20.56454944483438,29.74822870313406,16.333766716537472
39,65930,80012,8,646,58142,164267,1,0,1,34.0293121420953,26.420951445480217,31.88217753049579,7.667558881928686
50,63135,99694,14,702,46901,259332,0,1,0,26.190797972399892,27.476963810429,33.03172554747105,13.300512669700057
27,47922,57453,13,677,42698,33611,1,1,1,34.21647699705839,25.6385128179484,29.310184872935707,10.834825312057509
30,44874,175901,17,646,33478,295250,0,3,1,36.112940802717,26.857262851443377,23.54723630646665,13.482560039372979
61,52476,463224,26,766,31734,113592,0,0,1,34.62631947160949,17.52621113032048,24.43323017587965,23.414239222190375
52,36582,392542,6,394,19995,129116,0,2,0,16.676867647242606,17.293321789133074,51.21510867578044,14.814701887843892
54,92670,174691,17,749,68705,295127,0,1,1,32.02706691013399,25.953968323594,30.20249673223192,11.816468034040087
48,15000,113122,4,724,10684,89772,1,0,0,25.46476862181369,22.061827228790136,47.56108672301957,4.912317426376612
35,52774,279622,25,503,37008,69717,1,2,1,32.251070216905,20.189839290531754,25.940676350450474,21.61841414211276
50,16218,289201,7,724,11888,120363,0,2,1,28.763943562466988,20.585481006910666,38.029820678475446,12.620754752146887
57,88080,283112,17,735,72516,96899,0,1,1,34.187014082197315,24.99888655085463,28.607313920322213,12.206785446625837
49,52731,27487,22,695,23025,7614,1,1,0,33.28928562688191,18.00290880468439,34.12003959958202,14.587765968851663
42,28300,5000,28,525,18081,23886,1,1,0,30.802102762183537,14.896564130761195,36.88173975419108,17.419593352864183
24,80551,653757,6,705,53323,1639,1,1,1,35.45937606034777,19.373949868257554,24.37411359897254,20.792560472422142
40,15000,513643,30,731,7135,13737,1,1,1,36.41400719325963,10.461353410703046,23.149398744248582,29.97524065178874
52,68427,132957,10,604,61089,157053,0,1,1,28.71498516862621,27.478202752961078,36.37718169253138,7.429630385881322
56,94539,795358,39,685,72920,567,0,3,0,31.23675298406534,13.881094643119148,23.4284148045842,31.45373756823131
24,65386,235529,14,622,32219,43559,0,0,0,31.62260756490524,21.29861602993136,29.256598975919562,17.822177429243837
47,44805,116564,22,721,23077,71592,1,1,1,35.52686877202094,19.39112849084771,27.608023647587643,17.473979089543704
37,22735,78912,26,625,16618,333312,0,0,1,34.13363709392681,23.74864879569604,25.613490053588407,16.504224056788747
32,92475,143777,10,604,28380,47522,1,1,1,37.15330776157139,18.45255421300978,33.26250046507692,11.131637560341908
42,87823,116042,2,647,50798,183415,0,2,1,32.20537531383204,28.616917979960938,35.03986708087186,4.137839625335162
37,40639,813378,3,543,20557,63065,1,1,1,27.27271239282541,14.765793554557924,38.89446678192426,19.06702727069241
30,41441,107880,11,639,33666,12442,0,1,0,25.444842227678034,27.212177380181796,35.12302185233856,12.219958539801604
21,95603,289185,10,679,74071,12489,0,1,0,33.34283204457099,29.028575510690104,25.529344683497506,12.099247761241413
42,75948,268798,12,720,37917,67968,0,3,1,33.768217270887014,20.003731097423294,29.70167569723389,16.5263759344558
46,15000,11853,14,670,12283,7155,1,2,1,31.36787739054798,20.37003381940361,39.86031554540339,8.40177324464503
38,54129,14564,30,535,45910,101729,0,2,1,34.638038636966385,22.406599109164972,26.76276893675994,16.192593317108702
34,53023,172520,13,758,33482,81663,0,2,0,33.11702882156862,25.46864992792458,30.398026593643873,11.016294656862929
67,67429,47984,30,765,26671,145495,0,1,1,37.36369954115164,17.244013496701672,30.353366581460435,15.038920380686266
49,60181,171450,38,659,45869,24640,0,2,1,38.210406772773545,17.639744685688203,20.309311821185972,23.840536720352272
32,44619,24995,11,590,21934,107852,0,2,0,26.784917052452702,26.55482968892789,34.258322570203056,12.401930688416368
56,65351,80952,1,607,40280,23015,1,3,1,30.780905164148148,22.827288922869727,45.76511245817932,0.6266934548028237
55,46567,17297,27,634,15243,153717,0,1,1,33.3788220121961,19.5389396441274,31.246359841494296,15.835878502182199
32,162426,53026,39,672,97464,44035,0,2,1,40.101411937441995,26.551198240875962,13.79516262172141,19.552227199960644
27,63682,14791,37,626,33634,114360,0,1,1,41.23392159100727,20.392312070640504,18.03230098481911,20.341465353533124
49,59559,564166,9,581,42384,257139,0,0,1,29.178182073260107,22.624169847458976,31.599992394758047,16.597655684522884
31,115284,80420,26,732,37406,80387,1,0,1,41.18822917390717,21.007956150430783,20.51024387074268,17.293570804919355
53,19070,370327,25,671,12871,25627,0,1,1,33.0564511636908,12.847214586356493,31.722181395915207,22.374152854037494
26,56701,567424,17,566,43272,260716,1,0,0,25.61606666628081,25.652734156604524,24.312306734904794,24.41889244220988
67,31512,384496,6,673,9695,53288,1,3,1,26.3375196596076,14.162763314489062,43.92045569250634,15.579261333396987
35,79050,97103,15,663,59285,157232,0,1,1,34.38374178708049,28.668231950252014,26.569419422996155,10.378606839671352
52,45170,241460,3,593,17079,46296,1,0,1,30.418652635715105,16.8957349429549,45.51878478100864,7.166827640321345
31,77403,26701,31,746,55639,42495,1,0,0,35.902826872677004,26.492272149637415,18.327640362564466,19.277260615121097
43,75242,15942,28,661,43126,123276,0,0,1,36.21538798792394,20.441317901115994,26.119507461749063,17.223786649211004
46,83411,335163,9,633,52648,20397,0,0,1,34.17428856986607,19.459723862692574,33.26079408617468,13.105193481266683
54,75736,5058,18,643,38050,242065,0,0,0,29.93869394512949,26.514364997220397,35.799962781141694,7.7469782765084165
66,53279,573970,32,686,23830,58849,0,0,0,30.155571861899038,10.714660045282988,29.958051592938045,29.171716499879924
54,18070,178424,19,644,6191,2336,1,2,1,32.40522083689131,17.740045070338905,35.30518186795033,14.549552224819454
49,90273,87050,5,644,73916,43737,0,0,1,31.959793767477723,27.90597012817504,36.22058904217227,3.913647062174956
24,102271,24388,6,735,68138,184435,1,1,0,36.37544707997517,34.31121149827665,26.270791655842412,3.042549765905779
37,31864,205532,12,537,28348,235385,0,2,0,22.71401127705099,25.506457548118473,38.63640730416692,13.143123870663631
55,82076,132492,17,550,66503,100686,1,0,1,30.698229746743174,25.007479356591645,32.41277090822404,11.881519988441141
33,24889,198683,39,712,20453,41795,0,1,0,34.242908952255746,16.26723223597904,17.388986548716925,32.100872263048295
61,66103,86584,7,843,43542,90056,1,2,0,29.48677745365848,25.973010918357513,34.04177480128719,10.498436826696821
59,72283,10969,11,720,25195,217222,1,1,1,33.74747702499944,20.888413023139844,40.073348591814984,5.290761360045739
35,47213,60527,34,799,40038,45582,1,0,0,37.974201587811805,23.47379110198022,18.05944303110445,20.492564279103522
49,62852,60539,2,615,23301,58421,1,2,0,29.162306424425942,22.45399071029444,46.205454479082725,2.1782483861968944
49,85446,5000,14,599,52146,93104,0,4,1,32.24007018915772,23.7087941955122,34.94720470752077,9.1039309078093
31,56718,5000,18,687,46174,261791,0,0,1,36.80910234925724,28.968748544243255,23.93880197451118,10.283347131988311
52,39746,64258,9,726,23189,104716,0,3,1,32.070833973345785,18.62526656660245,38.19154231049282,11.112357149558948
22,23287,208091,39,545,9300,27925,1,2,1,39.90804289974751,13.220663430726193,20.089431752729215,26.7818619167971
67,48277,156525,4,633,25293,11199,0,0,1,26.78891690821835,18.27020770143935,48.58613580342194,6.3547395869203465
34,24758,43703,14,648,22109,11980,0,0,0,29.24975740393922,22.41046028060571,37.02591857790337,11.313863737551689
40,48678,147715,11,596,43803,360088,1,1,1,30.950271194668645,28.973510632030997,32.128744203017256,7.947473970283099
42,46043,166777,30,605,33450,207395,0,1,1,32.37630922093042,22.59300034250442,25.43317531536422,19.597515121200942
31,84123,118294,27,717,70057,174218,0,4,0,34.65025848722807,30.620427017605262,19.221078244251302,15.508236250915367
47,62204,117887,29,688,20311,82308,1,3,1,39.92496260974693,14.863906088291065,25.21578283684883,19.99534846511318
23,136418,73862,32,714,63513,133967,1,1,0,40.036046450328534,25.085363264728493,12.987021783094594,21.89156850184838
37,15000,21072,30,677,7820,16344,0,1,0,34.682759215887934,13.65009793930495,26.753521482303444,24.91362136250366
64,69401,77907,26,580,21319,116393,1,0,1,34.71105147634596,15.771538804450874,33.8661589915238,15.65125072767937
48,46453,67781,30,684,24442,199782,0,0,1,36.18182710245838,20.335082130919645,25.762534513734863,17.720556252887125
49,31319,143427,10,574,11143,7698,0,0,0,24.325971153759234,20.496340409906022,41.59027139787772,13.587417038457028
41,59107,310360,12,625,36081,42143,0,3,1,33.03553275478309,18.931247736088608,31.88016155522585,16.15305795390245
67,56861,75297,33,567,17209,14022,1,0,0,30.090520794166785,14.158002418616894,36.17902679271904,19.57244999449727
36,92334,197914,34,601,42683,36169,1,0,0,34.879590968236776,19.77767760967228,19.397059225415063,25.94567219667588
57,62738,267266,18,657,51430,177685,0,1,1,31.568625901665914,24.000136602575807,30.6715421974746,13.759695298283688
40,39216,38071,39,613,16777,48425,1,2,1,39.15108185611708,15.925965131370512,22.697672868039568,22.225280144472823
26,70026,371076,16,579,23732,140420,0,1,1,34.384240030185126,21.69191931815087,25.69279828745847,18.231042364205535
39,53110,11688,4,741,23890,178097,1,0,1,36.24609691356174,23.225306714093904,33.57307755692301,6.955518815421343
25,26236,371188,10,640,20897,203556,0,3,1,30.960321289761687,21.262812144178397,31.285479248763615,16.4913873172963
23,52544,28590,28,608,34275,247983,1,1,0,35.142229028982186,23.06539087481734,24.74180905065905,17.050571045541425
21,66928,65798,18,563,43613,109248,0,1,0,30.932382905418613,28.962736569004903,26.986283441145492,13.118597084430982
58,62168,148714,9,500,18671,39527,1,4,0,25.718592041574944,19.973124476625667,45.93624088436764,8.37204259743173
35,69909,377776,22,632,40777,19581,0,1,1,37.1188723944381,19.542721222266362,23.697845519306792,19.64056086398875
54,44205,47250,10,540,20306,84071,0,4,1,29.36652766378378,15.75952857916772,47.02007270241854,7.853871054629967
55,69528,230739,23,707,34883,13118,1,0,1,37.12911879882827,18.69670867683167,29.929069295594086,14.245103228745974
69,63603,198301,13,652,41927,289923,1,0,1,29.244387915092133,22.388080980871162,36.81199081473549,11.555540289301208
45,63847,27841,24,775,52648,70111,1,0,0,32.00890640911519,27.45404466376286,26.293260435673844,14.243788491448104
44,60971,104463,13,668,24936,247613,0,0,0,27.867891059184952,30.143949103226504,35.68533090333015,6.302828934258383
32,125283,105092,25,592,95331,148243,0,1,1,34.26644874685433,31.669409422948647,19.002867100514703,15.061274729682312
38,93304,58126,29,500,30728,233572,1,1,1,34.07055579627685,20.87860443833438,26.317822274076146,18.73301749131263
35,68862,242203,16,715,34158,258456,0,2,1,34.796132054269876,27.19999623684818,22.61261280123696,15.391258907644998
64,35994,416447,6,546,15525,6572,1,0,0,21.68204468537852,14.005909458812962,51.865347187145986,12.446698668662535
36,51230,201728,8,617,43512,155031,0,1,0,26.3758830462785,27.974295628446683,35.10418069533126,10.545640629943566
47,108474,577639,34,784,44127,30827,1,2,0,36.56336983073034,16.084547838474645,20.267144810584604,27.084937520210406
28,43112,8286,18,699,27901,544467,0,1,1,34.39440471954977,32.44364662811053,20.332989613234652,12.828959039105062
66,55028,6069,32,681,21949,180827,1,2,1,35.52247690086214,18.073098420774336,30.90232516027906,15.502099518084464
45,53358,358877,10,726,31165,453,1,3,1,35.704275568245684,16.886548485627547,30.78634521096284,16.622830735163923
37,71037,364932,34,723,38931,314762,1,2,1,37.116193869573735,18.77839126254622,17.702723240079607,26.402691627800444
49,46901,18129,23,776,15234,41489,1,3,1,40.06294455671672,17.97465109649989,27.048604122643162,14.91380022414022
28,65306,70769,19,602,51952,64677,1,3,0,31.821566952339275,27.31081873194293,25.19246022569725,15.675154090020548
35,47570,288673,20,620,36536,113698,1,1,1,32.78450287135477,18.781363990315683,30.07967154650614,18.35446159182341
47,99435,22014,34,576,46407,297676,1,0,1,38.59397774273351,22.11984291343556,21.63644107462653,17.649738269204395
66,39412,49791,38,647,26342,314614,1,1,1,33.00746215179815,22.165347294825494,25.652467989700966,19.174722563675385
27,89329,182808,17,639,46236,99468,1,1,1,36.99311001319619,24.494688051754522,23.1459316016066,15.366270333442698
23,42446,641887,5,510,32324,45703,0,1,1,28.853061945594664,17.31102483488324,31.578025859775217,22.25788735974686
49,34388,255237,2,598,24604,39286,1,2,1,26.405352388966335,17.495486119784225,44.142535872517925,11.956625618731529
64,38976,240321,34,765,13808,54382,1,2,0,32.66577245446188,15.666145966954348,28.661119899084447,23.006961679499323
44,15000,67129,20,670,12097,23889,0,1,1,35.32565594180346,16.78314305140774,31.940864889673843,15.950336117114942
23,73158,173243,2,707,29823,132979,1,0,0,30.864552204071693,30.070386362329625,36.55244400573983,2.512617427858841
40,25081,19202,28,640,10144,90043,0,4,0,35.0940924662042,19.740318388763516,25.99340414182719,19.172185003205097
66,49262,777962,18,499,36466,178183,0,2,0,20.25398631882854,18.088638166292668,38.65018666648139,23.007188848397394
35,82849,104808,39,640,33964,11861,0,0,0,39.07200540424417,17.11894150220094,19.353978530087474,24.45507456346741
45,81881,162935,35,733,30577,61280,1,1,1,40.94285785996081,14.563446855765891,20.746511280224972,23.74718400404833
50,17050,334218,15,555,8548,32911,0,2,1,28.457342112656136,13.737903432580447,40.464163415615715,17.340591039147693
34,69316,5000,39,710,55676,91934,0,1,1,38.87775476380186,23.343553659388505,15.784526816938858,21.994164759870785
27,94215,596635,39,514,38259,75788,0,2,1,38.14891051434553,15.475976845010333,16.54232955671683,29.832783083927307
37,40895,71196,3,652,20588,71646,0,1,0,28.966548454779762,23.218743925671664,41.25876596594666,6.555941653601895
64,75407,66383,19,694,35573,45515,1,0,1,33.98388627406912,17.03485945866929,36.04323253030338,12.938021736958206
40,25702,25076,23,625,13201,155726,0,1,0,30.549229592204348,18.754273155626716,36.84006177798563,13.85643547418329
56,71570,312516,19,848,52143,78834,1,1,1,35.599993025212115,21.374795952236855,27.55383452575135,15.47137649679969
29,63938,327472,18,611,34736,27114,0,1,1,39.57071087445937,14.960020497211968,23.663461293118225,21.805807335210442
58,79834,5000,30,604,60334,95142,0,1,0,29.06046175126588,24.3927804829724,29.875933871179694,16.67082389458203
68,77974,9174,39,666,53353,108961,0,1,1,35.031406950408396,19.996559565171566,24.92284836662525,20.0491851177948
42,19395,400834,19,590,10020,2593,1,1,1,30.629032828739057,15.593627119706987,34.260829597072096,19.516510454481864
22,64097,20976,5,535,35852,27345,0,2,1,36.99772164636864,27.831696393938643,32.928963035853194,2.241618923839534
44,103587,155204,13,562,74807,33313,1,0,0,28.347796819042127,29.893960961813544,32.51232027143251,9.245921947711818
28,15000,154666,34,711,9312,34214,1,0,1,41.91646778745266,15.434075948759407,14.963644660442146,27.68581160334579
31,89008,326104,24,626,73075,32750,0,0,0,31.535333657227078,21.85388096393324,25.898543987446875,20.712241391392812
33,108051,136026,18,786,92914,38035,0,0,0,36.77577489504502,29.226513292976936,22.584239354302127,11.413472457675912
37,15461,91069,4,615,11296,36576,0,1,1,32.51770494856003,12.240198193278319,48.58841202664523,6.653684831516414
28,39879,586306,36,707,35632,258571,1,0,0,28.31932500816205,20.94268679701677,16.51704135270757,34.22094684211361
41,75532,41572,8,691,49694,46217,0,3,1,32.65994105851361,26.476804948773314,33.01565249142062,7.847601501292465
38,33416,48766,1,614,10823,51650,0,0,0,28.640436813153215,21.324401024542663,47.224930270898746,2.8102318914053774
50,100937,14173,38,580,60856,37139,1,0,0,34.65546016732993,20.729522388064417,24.156176822005488,20.458840622600167
38,91767,592261,36,511,40194,411457,1,1,0,30.3781183641418,21.990930675138067,19.312906512499513,28.31804444822063
66,18451,196064,38,694,9229,92013,1,2,0,31.192366515333838,16.386496514528613,28.68096778775726,23.74016918238029
67,37708,5000,13,746,22400,113161,0,2,0,27.12475205553888,21.751677225183652,43.794049314569676,7.329521404707802
51,83095,194953,22,523,39638,159584,0,2,1,32.419559502795536,20.82219642493978,28.338796634915358,18.419447437349326
58,81920,82839,29,620,39794,48724,0,2,0,32.56001456262409,17.152401161222738,30.418557044547097,19.869027231606076
52,126553,548487,9,597,68491,416005,0,0,0,29.118609377277792,25.075756030898393,31.836166238970844,13.96946835285297
31,33604,51981,27,694,15856,19831,0,2,0,38.515674718621064,16.19638450251786,25.68807695469818,19.599863824162902
65,103777,198218,4,624,41687,73458,1,1,0,31.642589119006036,20.67766921279609,43.13073294224507,4.549008725952796
45,32583,157975,17,756,24741,18860,1,1,1,32.76438046219333,15.636881696577188,31.008010834360277,20.590727006869216
53,75010,5000,37,619,40289,187493,1,1,1,34.88476562505986,21.762507930537677,24.80678786564782,18.545938578754644
58,86770,346354,3,551,69333,13623,0,1,1,25.983072802038386,23.814378109998742,40.04793822515229,10.15461086281057
61,15000,24060,4,612,12444,96865,0,0,1,24.18150803708669,19.94744450646311,52.48177020036703,3.3892772560831674
28,87336,174307,16,621,65552,13286,0,1,0,32.33639236981958,28.90917450150842,23.640448817088203,15.113984311583788
31,101537,239055,11,692,54627,72323,1,0,1,36.66668091285027,27.336257085892996,26.717591382895417,9.27947061836132
42,92876,159482,27,620,68058,39472,1,0,0,33.28592880912703,25.973469809192146,23.877999737980804,16.862601643700017
44,121600,16345,26,685,47804,280333,0,1,1,38.54359961832145,25.777792594700806,21.35968983773222,14.318917949245519
61,88955,591371,31,587,61972,6547,0,1,0,30.288746360678054,16.064263725682746,26.653702097991356,26.993287815647843
37,43884,43241,34,626,23856,125957,0,1,1,38.27905628894964,19.509461908660413,21.284823048053923,20.92665875433603
32,97170,158160,8,587,67376,142592,1,2,1,32.474171016270006,30.97362857704408,28.966580733447255,7.5856196732386545
66,42181,255268,39,582,31756,263768,0,3,0,27.824333808854913,19.63918162185975,26.946927754867602,25.589556814417737
52,62473,448121,1,752,39833,252182,0,1,1,29.765172021254866,22.010505272634962,36.408502986291936,11.815819719818228
35,84953,148219,2,593,58234,452965,0,0,1,28.695905858431942,32.686915681943354,34.01540993528264,4.601768524342054
36,73442,47972,27,622,31441,35149,0,3,0,35.60982656621439,21.700688693360306,24.00500726928265,18.684477471142667
42,100534,289887,3,734,65912,38561,1,1,1,35.45374877788075,24.286241181746853,30.374440589757732,9.885569450614668
48,134660,28511,34,710,77602,60759,0,1,0,36.60237008452303,24.058879740763235,23.910172854930746,15.428577319782994
40,25879,5000,16,781,14410,92553,0,1,0,30.507135803318832,21.55899080941439,32.91600276939279,15.017870617873985
53,50150,382014,1,689,27391,54901,0,1,1,30.07679062312132,17.699409845411555,44.218527245927305,8.005272285539814
30,69491,137053,7,602,33811,161786,0,0,0,28.19172236057814,27.118501408072664,36.634307751502895,8.055468479846297
60,46104,11550,35,815,22277,1030,1,2,1,40.08864380652092,15.457925007705095,25.759501599459796,18.693929586314184
52,57729,138697,22,697,41554,2137,0,2,1,35.32123001787786,18.289888865136785,29.116611156599237,17.272269960386115
53,83275,25067,32,638,52852,151078,1,2,1,35.70476230136559,21.604863005586783,25.568472398135235,17.1219022949124
22,79287,5102,26,655,25210,257594,1,0,0,37.199354617394654,27.214962623676385,18.645096738217866,16.940586020711105
53,67420,19823,6,664,22188,179827,0,2,1,35.363674100400964,19.6611487111039,37.87148336113771,7.10369382735742
53,64432,238741,11,631,41369,14944,1,1,1,32.832421488351635,19.350917960719965,37.40265764020349,10.414002910724902
61,53284,225472,31,540,43041,327956,0,1,1,31.458189568335943,23.8875054512848,28.04328387588773,16.61102110449152
